-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1984 through 12/31/2022 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                     MERRA-2 Surface Pressure (kPa) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
WS2M                   MERRA-2 Wind Speed at 2 Meters (m/s) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
GWETTOP                MERRA-2 Surface Soil Wetness (1) 
GWETPROF               MERRA-2 Profile Soil Moisture (1) 
GWETROOT               MERRA-2 Root Zone Soil Wetness (1) 
CLOUD_AMT              CERES SYN1deg Cloud Amount (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT     CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
-END HEADER-
PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PS,1987,48.25,-87.75,99.07,99.77,99.78,99.38,99.41,98.99,99.12,99.14,99.12,99.29,99.45,99.02,99.29
PS,1987,48.25,-88.25,99.04,99.72,99.73,99.34,99.36,98.94,99.07,99.09,99.07,99.25,99.41,99.0,99.25
PS,1988,46.25,-83.75,98.62,98.47,98.56,98.19,98.58,98.62,98.65,98.43,98.62,98.44,98.02,98.47,98.47
PS,1988,46.25,-84.25,98.88,98.75,98.82,98.47,98.84,98.89,98.91,98.68,98.86,98.71,98.26,98.74,98.74
PS,1988,46.25,-84.75,99.03,98.91,98.96,98.64,98.98,99.05,99.06,98.81,99.0,98.87,98.38,98.89,98.88
PS,1988,46.25,-85.25,99.07,98.96,99.0,98.71,99.03,99.11,99.11,98.85,99.03,98.92,98.41,98.94,98.93
PS,1988,46.25,-85.75,99.05,98.95,98.97,98.7,99.0,99.1,99.08,98.82,99.0,98.91,98.37,98.93,98.91
PS,1988,46.25,-86.25,99.0,98.91,98.92,98.67,98.95,99.05,99.03,98.77,98.94,98.87,98.31,98.89,98.86
PS,1988,46.25,-86.75,98.92,98.85,98.83,98.61,98.86,98.97,98.94,98.67,98.85,98.8,98.23,98.81,98.78
PS,1988,46.25,-87.25,98.26,98.19,98.17,97.97,98.22,98.35,98.32,98.05,98.22,98.17,97.58,98.16,98.14
PS,1988,46.25,-87.75,97.35,97.29,97.26,97.1,97.35,97.51,97.47,97.21,97.36,97.31,96.71,97.26,97.27
PS,1988,46.25,-88.25,96.52,96.47,96.45,96.32,96.56,96.74,96.72,96.46,96.58,96.53,95.91,96.45,96.48
PS,1988,46.75,-83.75,96.88,96.73,96.87,96.57,96.99,97.04,97.1,96.86,97.01,96.81,96.38,96.75,96.83
PS,1988,46.75,-84.25,97.74,97.61,97.72,97.41,97.79,97.86,97.89,97.65,97.81,97.63,97.19,97.61,97.66
PS,1988,46.75,-84.75,98.57,98.46,98.54,98.24,98.58,98.66,98.66,98.41,98.58,98.44,97.97,98.43,98.46
PS,1988,46.75,-85.25,99.02,98.92,98.99,98.71,99.01,99.1,99.09,98.82,99.0,98.89,98.39,98.89,98.9
PS,1988,46.75,-85.75,99.09,98.99,99.05,98.79,99.07,99.17,99.15,98.88,99.05,98.96,98.44,98.96,98.97
PS,1988,46.75,-86.25,99.08,98.99,99.04,98.81,99.06,99.17,99.14,98.86,99.04,98.97,98.43,98.96,98.96
PS,1988,46.75,-86.75,99.16,99.08,99.1,98.89,99.12,99.23,99.19,98.91,99.08,99.04,98.49,99.04,99.03
PS,1988,46.75,-87.25,98.74,98.68,98.68,98.5,98.71,98.84,98.79,98.52,98.68,98.65,98.09,98.63,98.63
PS,1988,46.75,-87.75,98.1,98.04,98.04,97.87,98.08,98.23,98.18,97.91,98.06,98.03,97.46,97.99,98.0
PS,1988,46.75,-88.25,97.54,97.5,97.48,97.33,97.53,97.7,97.65,97.38,97.52,97.5,96.92,97.44,97.46
PS,1988,47.25,-83.75,95.87,95.72,95.9,95.66,96.07,96.13,96.2,95.95,96.07,95.86,95.44,95.74,95.89
PS,1988,47.25,-84.25,96.69,96.56,96.7,96.45,96.83,96.91,96.95,96.69,96.83,96.64,96.21,96.56,96.67
PS,1988,47.25,-84.75,98.02,97.91,98.02,97.74,98.08,98.16,98.17,97.91,98.06,97.92,97.47,97.89,97.95
PS,1988,47.25,-85.25,99.01,98.91,99.0,98.72,99.02,99.1,99.09,98.81,98.98,98.88,98.41,98.87,98.9
PS,1988,47.25,-85.75,99.37,99.28,99.36,99.1,99.36,99.45,99.42,99.14,99.32,99.24,98.75,99.23,99.25
PS,1988,47.25,-86.25,99.38,99.29,99.36,99.12,99.37,99.46,99.42,99.14,99.31,99.26,98.75,99.25,99.26
PS,1988,47.25,-86.75,99.41,99.32,99.38,99.16,99.37,99.48,99.43,99.15,99.32,99.28,98.76,99.27,99.28
PS,1988,47.25,-87.25,99.32,99.25,99.28,99.08,99.27,99.39,99.33,99.05,99.21,99.2,98.67,99.19,99.19
PS,1988,47.25,-87.75,99.1,99.05,99.05,98.87,99.04,99.17,99.11,98.83,98.99,98.99,98.45,98.98,98.97
PS,1988,47.25,-88.25,98.88,98.84,98.82,98.64,98.79,98.95,98.87,98.6,98.75,98.77,98.22,98.76,98.74
PS,1988,47.75,-83.75,96.05,95.9,96.08,95.85,96.23,96.29,96.35,96.08,96.21,96.02,95.62,95.91,96.05
PS,1988,47.75,-84.25,96.5,96.36,96.53,96.29,96.65,96.72,96.76,96.5,96.63,96.45,96.04,96.36,96.48
PS,1988,47.75,-84.75,97.34,97.22,97.36,97.11,97.44,97.51,97.54,97.26,97.41,97.26,96.84,97.2,97.29
PS,1988,47.75,-85.25,98.11,98.0,98.12,97.86,98.17,98.24,98.25,97.97,98.12,98.01,97.57,97.97,98.03
PS,1988,47.75,-85.75,98.65,98.54,98.65,98.4,98.67,98.75,98.74,98.45,98.62,98.53,98.07,98.5,98.55
PS,1988,47.75,-86.25,99.08,98.98,99.07,98.83,99.07,99.16,99.13,98.84,99.01,98.95,98.47,98.93,98.96
PS,1988,47.75,-86.75,99.33,99.24,99.32,99.09,99.3,99.4,99.36,99.06,99.23,99.2,98.71,99.18,99.2
PS,1988,47.75,-87.25,99.4,99.32,99.37,99.16,99.35,99.45,99.4,99.11,99.27,99.26,98.76,99.25,99.26
PS,1988,47.75,-87.75,99.36,99.3,99.32,99.12,99.29,99.41,99.34,99.05,99.21,99.22,98.71,99.22,99.21
PS,1988,47.75,-88.25,99.31,99.26,99.26,99.06,99.21,99.34,99.26,98.99,99.14,99.17,98.65,99.17,99.15
PS,1988,48.25,-83.75,96.73,96.58,96.76,96.51,96.86,96.89,96.94,96.67,96.8,96.65,96.29,96.58,96.69
PS,1988,48.25,-84.25,96.82,96.67,96.84,96.6,96.93,96.99,97.02,96.75,96.88,96.74,96.36,96.66,96.77
PS,1988,48.25,-84.75,96.74,96.59,96.77,96.54,96.87,96.94,96.96,96.68,96.82,96.67,96.27,96.59,96.7
PS,1988,48.25,-85.25,96.89,96.75,96.92,96.7,97.01,97.09,97.11,96.82,96.96,96.83,96.41,96.74,96.85
PS,1988,48.25,-85.75,97.5,97.38,97.52,97.29,97.58,97.67,97.67,97.38,97.52,97.42,96.98,97.35,97.44
PS,1988,48.25,-86.25,98.66,98.55,98.65,98.41,98.65,98.74,98.72,98.42,98.58,98.52,98.07,98.5,98.54
PS,1988,48.25,-86.75,99.11,99.01,99.1,98.86,99.08,99.16,99.13,98.83,98.99,98.96,98.5,98.95,98.98
PS,1988,48.25,-87.25,99.26,99.17,99.24,99.0,99.2,99.29,99.24,98.95,99.11,99.1,98.63,99.09,99.11
PS,1988,48.25,-87.75,99.31,99.23,99.28,99.05,99.23,99.33,99.27,98.98,99.14,99.14,98.67,99.15,99.15
PS,1988,48.25,-88.25,99.28,99.21,99.23,99.02,99.17,99.28,99.21,98.93,99.08,99.11,98.63,99.12,99.11
PS,1989,46.25,-83.75,98.48,98.99,99.06,98.54,98.49,98.56,98.89,98.6,98.9,98.68,97.95,98.68,98.65
PS,1989,46.25,-84.25,98.74,99.27,99.33,98.81,98.76,98.81,99.14,98.85,99.15,98.93,98.23,98.95,98.91
PS,1989,46.25,-84.75,98.87,99.43,99.48,98.95,98.91,98.96,99.29,98.99,99.3,99.08,98.38,99.09,99.06
PS,1989,46.25,-85.25,98.91,99.49,99.52,99.0,98.96,99.0,99.34,99.04,99.34,99.13,98.44,99.14,99.11
PS,1989,46.25,-85.75,98.87,99.48,99.5,98.97,98.94,98.98,99.32,99.01,99.32,99.11,98.43,99.11,99.09
PS,1989,46.25,-86.25,98.81,99.44,99.45,98.92,98.89,98.93,99.27,98.96,99.26,99.06,98.4,99.07,99.04
PS,1989,46.25,-86.75,98.72,99.38,99.36,98.83,98.81,98.85,99.19,98.87,99.17,98.97,98.33,99.0,98.95
PS,1989,46.25,-87.25,98.05,98.72,98.69,98.18,98.17,98.22,98.56,98.25,98.53,98.34,97.69,98.34,98.31
PS,1989,46.25,-87.75,97.14,97.81,97.77,97.29,97.31,97.36,97.72,97.4,97.67,97.47,96.82,97.44,97.43
PS,1989,46.25,-88.25,96.32,96.98,96.94,96.49,96.53,96.58,96.95,96.64,96.9,96.69,96.02,96.61,96.64
PS,1989,46.75,-83.75,96.76,97.22,97.36,96.89,96.89,96.99,97.33,97.03,97.29,97.05,96.27,96.95,97.0
PS,1989,46.75,-84.25,97.61,98.11,98.22,97.72,97.7,97.79,98.12,97.82,98.1,97.86,97.12,97.82,97.83
PS,1989,46.75,-84.75,98.43,98.96,99.06,98.54,98.51,98.57,98.9,98.59,98.88,98.66,97.95,98.66,98.64
PS,1989,46.75,-85.25,98.87,99.43,99.51,98.99,98.95,99.0,99.33,99.02,99.3,99.09,98.41,99.11,99.08
PS,1989,46.75,-85.75,98.92,99.5,99.58,99.05,99.02,99.06,99.4,99.07,99.36,99.16,98.48,99.17,99.15
PS,1989,46.75,-86.25,98.9,99.51,99.57,99.04,99.01,99.06,99.4,99.06,99.34,99.15,98.49,99.16,99.14
PS,1989,46.75,-86.75,98.96,99.6,99.63,99.1,99.07,99.12,99.45,99.12,99.39,99.21,98.57,99.24,99.21
PS,1989,46.75,-87.25,98.54,99.2,99.21,98.69,98.67,98.72,99.06,98.72,98.99,98.82,98.18,98.84,98.8
PS,1989,46.75,-87.75,97.88,98.56,98.55,98.05,98.05,98.1,98.45,98.11,98.36,98.2,97.55,98.2,98.17
PS,1989,46.75,-88.25,97.32,98.0,97.98,97.5,97.5,97.56,97.91,97.58,97.83,97.66,97.02,97.65,97.63
PS,1989,47.25,-83.75,95.76,96.18,96.38,95.95,95.97,96.09,96.43,96.12,96.35,96.1,95.3,95.95,96.05
PS,1989,47.25,-84.25,96.57,97.03,97.19,96.74,96.74,96.85,97.19,96.87,97.12,96.88,96.11,96.78,96.84
PS,1989,47.25,-84.75,97.88,98.38,98.53,98.03,98.0,98.09,98.42,98.1,98.36,98.14,97.41,98.12,98.12
PS,1989,47.25,-85.25,98.86,99.39,99.52,99.0,98.95,99.02,99.34,99.02,99.28,99.08,98.39,99.11,99.08
PS,1989,47.25,-85.75,99.21,99.77,99.89,99.36,99.31,99.37,99.69,99.36,99.62,99.43,98.76,99.47,99.44
PS,1989,47.25,-86.25,99.2,99.79,99.89,99.36,99.32,99.38,99.7,99.36,99.61,99.44,98.78,99.48,99.44
PS,1989,47.25,-86.75,99.21,99.83,99.91,99.38,99.33,99.39,99.71,99.37,99.62,99.46,98.82,99.5,99.46
PS,1989,47.25,-87.25,99.1,99.76,99.81,99.28,99.23,99.29,99.62,99.26,99.51,99.37,98.74,99.42,99.36
PS,1989,47.25,-87.75,98.88,99.55,99.57,99.05,99.01,99.07,99.4,99.04,99.28,99.15,98.53,99.22,99.14
PS,1989,47.25,-88.25,98.64,99.34,99.33,98.81,98.77,98.83,99.16,98.81,99.05,98.93,98.32,99.0,98.91
PS,1989,47.75,-83.75,95.93,96.34,96.57,96.14,96.13,96.27,96.59,96.27,96.48,96.25,95.46,96.14,96.21
PS,1989,47.75,-84.25,96.37,96.8,97.02,96.57,96.56,96.69,97.01,96.69,96.9,96.68,95.91,96.6,96.65
PS,1989,47.75,-84.75,97.21,97.66,97.86,97.38,97.36,97.48,97.79,97.47,97.69,97.49,96.74,97.45,97.46
PS,1989,47.75,-85.25,97.96,98.45,98.63,98.13,98.09,98.2,98.51,98.18,98.41,98.22,97.5,98.23,98.21
PS,1989,47.75,-85.75,98.48,99.0,99.17,98.65,98.61,98.7,99.01,98.67,98.91,98.73,98.04,98.76,98.73
PS,1989,47.75,-86.25,98.89,99.45,99.59,99.07,99.01,99.11,99.41,99.07,99.3,99.14,98.47,99.19,99.14
PS,1989,47.75,-86.75,99.13,99.72,99.84,99.31,99.25,99.34,99.64,99.29,99.51,99.38,98.73,99.44,99.38
PS,1989,47.75,-87.25,99.18,99.8,99.89,99.36,99.3,99.39,99.7,99.33,99.55,99.43,98.8,99.51,99.44
PS,1989,47.75,-87.75,99.13,99.78,99.84,99.31,99.25,99.33,99.64,99.27,99.49,99.39,98.77,99.48,99.39
PS,1989,47.75,-88.25,99.06,99.75,99.78,99.24,99.18,99.25,99.57,99.2,99.42,99.33,98.72,99.44,99.33
PS,1989,48.25,-83.75,96.6,96.99,97.25,96.8,96.75,96.91,97.18,96.87,97.06,96.87,96.11,96.84,96.85
PS,1989,48.25,-84.25,96.68,97.09,97.34,96.88,96.84,96.99,97.27,96.95,97.14,96.96,96.21,96.93,96.94
PS,1989,48.25,-84.75,96.6,97.02,97.26,96.8,96.78,96.93,97.21,96.89,97.08,96.9,96.14,96.85,96.87
PS,1989,48.25,-85.25,96.74,97.18,97.41,96.95,96.93,97.07,97.36,97.03,97.22,97.05,96.3,97.01,97.02
PS,1989,48.25,-85.75,97.34,97.82,98.02,97.53,97.5,97.64,97.93,97.59,97.79,97.63,96.91,97.63,97.61
PS,1989,48.25,-86.25,98.47,98.99,99.16,98.64,98.59,98.7,99.0,98.65,98.85,98.72,98.04,98.79,98.72
PS,1989,48.25,-86.75,98.91,99.47,99.61,99.08,99.02,99.13,99.42,99.06,99.26,99.15,98.5,99.24,99.15
PS,1989,48.25,-87.25,99.04,99.63,99.75,99.21,99.14,99.25,99.54,99.18,99.37,99.28,98.64,99.39,99.28
PS,1989,48.25,-87.75,99.07,99.69,99.79,99.25,99.18,99.28,99.57,99.2,99.39,99.32,98.7,99.44,99.32
PS,1989,48.25,-88.25,99.03,99.68,99.74,99.2,99.13,99.22,99.52,99.15,99.34,99.28,98.67,99.42,99.28
PS,1990,46.25,-83.75,98.01,98.73,99.02,98.46,98.41,98.22,98.75,98.85,98.6,98.5,98.41,98.61,98.55
PS,1990,46.25,-84.25,98.27,99.0,99.27,98.72,98.67,98.46,99.01,99.1,98.86,98.75,98.66,98.88,98.8
PS,1990,46.25,-84.75,98.41,99.15,99.41,98.86,98.82,98.6,99.15,99.24,99.0,98.89,98.8,99.03,98.95
PS,1990,46.25,-85.25,98.45,99.19,99.44,98.91,98.87,98.64,99.2,99.28,99.05,98.93,98.84,99.08,98.99
PS,1990,46.25,-85.75,98.42,99.17,99.4,98.88,98.85,98.61,99.18,99.25,99.04,98.9,98.81,99.06,98.96
PS,1990,46.25,-86.25,98.37,99.12,99.33,98.82,98.81,98.55,99.12,99.19,98.99,98.84,98.76,99.02,98.91
PS,1990,46.25,-86.75,98.29,99.03,99.22,98.73,98.73,98.46,99.03,99.1,98.91,98.75,98.67,98.94,98.82
PS,1990,46.25,-87.25,97.63,98.36,98.55,98.08,98.1,97.83,98.41,98.48,98.29,98.11,98.02,98.28,98.18
PS,1990,46.25,-87.75,96.73,97.45,97.64,97.2,97.23,96.98,97.56,97.62,97.45,97.24,97.13,97.38,97.3
PS,1990,46.25,-88.25,95.92,96.63,96.81,96.41,96.45,96.21,96.79,96.85,96.68,96.45,96.34,96.57,96.51
PS,1990,46.75,-83.75,96.3,97.0,97.31,96.81,96.81,96.63,97.18,97.29,97.01,96.86,96.73,96.91,96.9
PS,1990,46.75,-84.25,97.15,97.87,98.15,97.63,97.62,97.42,97.98,98.07,97.82,97.68,97.55,97.76,97.73
PS,1990,46.75,-84.75,97.96,98.71,98.97,98.43,98.43,98.2,98.76,98.84,98.6,98.47,98.35,98.59,98.53
PS,1990,46.75,-85.25,98.4,99.16,99.4,98.87,98.87,98.62,99.19,99.26,99.04,98.9,98.79,99.04,98.96
PS,1990,46.75,-85.75,98.46,99.22,99.45,98.93,98.95,98.67,99.25,99.32,99.1,98.95,98.84,99.11,99.02
PS,1990,46.75,-86.25,98.45,99.21,99.42,98.92,98.95,98.66,99.24,99.3,99.1,98.94,98.83,99.11,99.01
PS,1990,46.75,-86.75,98.52,99.27,99.47,98.97,99.02,98.71,99.29,99.35,99.17,99.0,98.89,99.18,99.07
PS,1990,46.75,-87.25,98.1,98.85,99.04,98.56,98.62,98.3,98.89,98.96,98.78,98.59,98.48,98.78,98.66
PS,1990,46.75,-87.75,97.46,98.2,98.38,97.93,98.0,97.69,98.27,98.34,98.17,97.96,97.84,98.13,98.03
PS,1990,46.75,-88.25,96.91,97.64,97.81,97.39,97.46,97.15,97.74,97.8,97.64,97.42,97.29,97.58,97.49
PS,1990,47.25,-83.75,95.3,95.99,96.31,95.85,95.9,95.71,96.27,96.38,96.09,95.91,95.74,95.91,95.95
PS,1990,47.25,-84.25,96.11,96.82,97.11,96.64,96.67,96.47,97.03,97.13,96.86,96.69,96.53,96.73,96.73
PS,1990,47.25,-84.75,97.41,98.16,98.42,97.91,97.94,97.7,98.27,98.35,98.1,97.95,97.8,98.04,98.0
PS,1990,47.25,-85.25,98.38,99.15,99.39,98.86,98.89,98.62,99.19,99.26,99.04,98.89,98.75,99.03,98.95
PS,1990,47.25,-85.75,98.74,99.5,99.73,99.21,99.26,98.95,99.53,99.6,99.38,99.23,99.1,99.4,99.3
PS,1990,47.25,-86.25,98.73,99.5,99.72,99.21,99.27,98.95,99.53,99.6,99.39,99.23,99.1,99.41,99.3
PS,1990,47.25,-86.75,98.75,99.52,99.72,99.22,99.3,98.95,99.54,99.61,99.42,99.25,99.12,99.44,99.32
PS,1990,47.25,-87.25,98.66,99.43,99.61,99.12,99.21,98.85,99.44,99.5,99.33,99.14,99.02,99.35,99.22
PS,1990,47.25,-87.75,98.43,99.2,99.37,98.9,98.99,98.62,99.21,99.28,99.11,98.92,98.79,99.13,99.0
PS,1990,47.25,-88.25,98.2,98.97,99.12,98.67,98.76,98.39,98.98,99.04,98.89,98.69,98.56,98.91,98.76
PS,1990,47.75,-83.75,95.46,96.16,96.45,96.01,96.08,95.86,96.41,96.53,96.25,96.07,95.87,96.08,96.1
PS,1990,47.75,-84.25,95.9,96.62,96.89,96.44,96.51,96.27,96.84,96.94,96.68,96.49,96.3,96.53,96.53
PS,1990,47.75,-84.75,96.73,97.46,97.72,97.25,97.31,97.06,97.62,97.72,97.46,97.29,97.11,97.37,97.34
PS,1990,47.75,-85.25,97.48,98.23,98.48,97.99,98.05,97.77,98.34,98.43,98.19,98.02,97.85,98.13,98.08
PS,1990,47.75,-85.75,98.0,98.76,98.99,98.5,98.57,98.27,98.84,98.92,98.69,98.53,98.37,98.66,98.59
PS,1990,47.75,-86.25,98.42,99.19,99.4,98.91,98.98,98.66,99.24,99.31,99.1,98.93,98.78,99.1,99.0
PS,1990,47.75,-86.75,98.66,99.43,99.63,99.14,99.23,98.88,99.46,99.53,99.34,99.16,99.01,99.35,99.24
PS,1990,47.75,-87.25,98.72,99.49,99.68,99.19,99.29,98.92,99.51,99.57,99.4,99.21,99.06,99.42,99.29
PS,1990,47.75,-87.75,98.67,99.45,99.61,99.14,99.25,98.86,99.45,99.51,99.35,99.16,99.01,99.38,99.24
PS,1990,47.75,-88.25,98.61,99.39,99.54,99.08,99.19,98.79,99.37,99.44,99.29,99.09,98.95,99.33,99.17
PS,1990,48.25,-83.75,96.12,96.82,97.08,96.64,96.73,96.46,97.0,97.12,96.87,96.69,96.48,96.75,96.73
PS,1990,48.25,-84.25,96.2,96.9,97.16,96.72,96.81,96.54,97.09,97.2,96.95,96.77,96.56,96.84,96.81
PS,1990,48.25,-84.75,96.12,96.83,97.08,96.65,96.75,96.48,97.03,97.14,96.89,96.7,96.49,96.76,96.74
PS,1990,48.25,-85.25,96.26,96.98,97.23,96.8,96.9,96.62,97.18,97.28,97.04,96.84,96.63,96.91,96.89
PS,1990,48.25,-85.75,96.86,97.6,97.83,97.38,97.48,97.18,97.75,97.84,97.61,97.42,97.22,97.52,97.48
PS,1990,48.25,-86.25,97.99,98.74,98.95,98.47,98.57,98.24,98.81,98.9,98.69,98.51,98.33,98.67,98.57
PS,1990,48.25,-86.75,98.43,99.19,99.38,98.91,99.01,98.66,99.23,99.3,99.11,98.93,98.76,99.12,99.0
PS,1990,48.25,-87.25,98.56,99.32,99.51,99.04,99.14,98.77,99.35,99.42,99.24,99.05,98.89,99.27,99.13
PS,1990,48.25,-87.75,98.6,99.37,99.53,99.08,99.19,98.8,99.37,99.44,99.28,99.08,98.92,99.32,99.17
PS,1990,48.25,-88.25,98.56,99.33,99.48,99.03,99.15,98.75,99.32,99.38,99.24,99.03,98.88,99.29,99.12
PS,1991,46.25,-83.75,98.67,98.46,98.21,98.62,98.73,98.81,98.52,98.82,98.81,98.53,98.57,98.7,98.62
PS,1991,46.25,-84.25,98.94,98.74,98.47,98.88,98.97,99.06,98.77,99.07,99.06,98.78,98.82,98.97,98.88
PS,1991,46.25,-84.75,99.09,98.9,98.61,99.02,99.11,99.2,98.91,99.22,99.19,98.91,98.95,99.11,99.02
PS,1991,46.25,-85.25,99.14,98.95,98.65,99.06,99.14,99.25,98.95,99.27,99.23,98.94,98.98,99.16,99.06
PS,1991,46.25,-85.75,99.13,98.94,98.61,99.03,99.11,99.22,98.92,99.26,99.2,98.9,98.94,99.15,99.03
PS,1991,46.25,-86.25,99.09,98.9,98.55,98.97,99.05,99.16,98.87,99.22,99.14,98.85,98.88,99.1,98.98
PS,1991,46.25,-86.75,99.01,98.82,98.46,98.88,98.95,99.07,98.78,99.14,99.05,98.76,98.79,99.03,98.9
PS,1991,46.25,-87.25,98.34,98.17,97.81,98.24,98.31,98.45,98.16,98.53,98.41,98.11,98.14,98.37,98.25
PS,1991,46.25,-87.75,97.43,97.27,96.91,97.36,97.45,97.59,97.32,97.69,97.55,97.24,97.24,97.48,97.38
PS,1991,46.25,-88.25,96.6,96.47,96.09,96.55,96.66,96.82,96.56,96.94,96.78,96.45,96.43,96.67,96.59
PS,1991,46.75,-83.75,96.91,96.75,96.57,97.01,97.12,97.24,96.95,97.26,97.18,96.9,96.88,96.99,96.98
PS,1991,46.75,-84.25,97.78,97.62,97.4,97.82,97.92,98.03,97.74,98.05,97.98,97.7,97.7,97.84,97.8
PS,1991,46.75,-84.75,98.62,98.46,98.21,98.62,98.7,98.81,98.51,98.82,98.76,98.48,98.49,98.67,98.6
PS,1991,46.75,-85.25,99.08,98.92,98.66,99.06,99.12,99.24,98.94,99.26,99.18,98.9,98.92,99.12,99.03
PS,1991,46.75,-85.75,99.15,98.99,98.71,99.11,99.17,99.29,98.99,99.32,99.23,98.96,98.98,99.18,99.09
PS,1991,46.75,-86.25,99.15,98.99,98.7,99.1,99.16,99.28,98.98,99.32,99.22,98.94,98.96,99.18,99.08
PS,1991,46.75,-86.75,99.23,99.07,98.76,99.16,99.21,99.33,99.03,99.38,99.27,99.0,99.02,99.25,99.14
PS,1991,46.75,-87.25,98.81,98.67,98.34,98.75,98.81,98.94,98.64,99.0,98.87,98.59,98.61,98.84,98.74
PS,1991,46.75,-87.75,98.16,98.03,97.7,98.12,98.18,98.32,98.03,98.4,98.25,97.96,97.97,98.21,98.11
PS,1991,46.75,-88.25,97.61,97.49,97.13,97.56,97.63,97.78,97.5,97.87,97.71,97.42,97.42,97.66,97.56
PS,1991,47.25,-83.75,95.88,95.76,95.64,96.09,96.19,96.33,96.04,96.36,96.22,95.94,95.89,95.98,96.03
PS,1991,47.25,-84.25,96.71,96.59,96.42,96.86,96.95,97.09,96.79,97.11,96.99,96.7,96.67,96.8,96.81
PS,1991,47.25,-84.75,98.05,97.92,97.71,98.12,98.2,98.32,98.02,98.33,98.23,97.95,97.94,98.12,98.08
PS,1991,47.25,-85.25,99.04,98.92,98.69,99.07,99.13,99.24,98.93,99.25,99.15,98.89,98.9,99.1,99.03
PS,1991,47.25,-85.75,99.41,99.28,99.05,99.43,99.47,99.58,99.27,99.6,99.49,99.23,99.24,99.46,99.38
PS,1991,47.25,-86.25,99.42,99.29,99.04,99.43,99.47,99.58,99.27,99.61,99.49,99.23,99.24,99.46,99.38
PS,1991,47.25,-86.75,99.45,99.32,99.06,99.44,99.47,99.59,99.28,99.63,99.5,99.24,99.26,99.49,99.39
PS,1991,47.25,-87.25,99.37,99.24,98.96,99.34,99.37,99.49,99.18,99.54,99.39,99.14,99.16,99.4,99.3
PS,1991,47.25,-87.75,99.15,99.03,98.73,99.11,99.14,99.27,98.96,99.32,99.17,98.92,98.94,99.18,99.08
PS,1991,47.25,-88.25,98.93,98.81,98.48,98.87,98.9,99.03,98.72,99.1,98.94,98.69,98.71,98.96,98.84
PS,1991,47.75,-83.75,96.04,95.93,95.84,96.28,96.35,96.48,96.18,96.51,96.35,96.08,96.03,96.14,96.19
PS,1991,47.75,-84.25,96.5,96.39,96.27,96.7,96.77,96.9,96.59,96.93,96.77,96.5,96.45,96.6,96.62
PS,1991,47.75,-84.75,97.35,97.24,97.09,97.5,97.56,97.68,97.37,97.7,97.55,97.29,97.26,97.43,97.42
PS,1991,47.75,-85.25,98.12,98.01,97.84,98.23,98.28,98.4,98.09,98.42,98.28,98.02,98.0,98.2,98.16
PS,1991,47.75,-85.75,98.65,98.55,98.36,98.74,98.78,98.9,98.58,98.91,98.77,98.52,98.51,98.72,98.67
PS,1991,47.75,-86.25,99.09,98.98,98.77,99.15,99.17,99.29,98.98,99.31,99.17,98.93,98.92,99.15,99.08
PS,1991,47.75,-86.75,99.35,99.24,99.01,99.38,99.4,99.52,99.2,99.55,99.39,99.16,99.16,99.39,99.31
PS,1991,47.75,-87.25,99.42,99.31,99.07,99.43,99.45,99.57,99.24,99.6,99.44,99.21,99.22,99.45,99.37
PS,1991,47.75,-87.75,99.39,99.28,99.02,99.38,99.39,99.51,99.19,99.56,99.38,99.16,99.18,99.41,99.32
PS,1991,47.75,-88.25,99.34,99.23,98.95,99.3,99.33,99.44,99.12,99.49,99.31,99.1,99.12,99.35,99.26
PS,1991,48.25,-83.75,96.71,96.59,96.54,96.94,96.97,97.09,96.76,97.12,96.93,96.7,96.65,96.8,96.82
PS,1991,48.25,-84.25,96.8,96.68,96.62,97.01,97.05,97.17,96.84,97.2,97.01,96.78,96.73,96.89,96.9
PS,1991,48.25,-84.75,96.72,96.62,96.54,96.94,96.98,97.11,96.78,97.14,96.94,96.7,96.65,96.82,96.83
PS,1991,48.25,-85.25,96.87,96.78,96.68,97.08,97.12,97.25,96.93,97.28,97.08,96.84,96.79,96.97,96.97
PS,1991,48.25,-85.75,97.49,97.4,97.26,97.65,97.69,97.81,97.5,97.85,97.66,97.41,97.38,97.58,97.56
PS,1991,48.25,-86.25,98.65,98.55,98.37,98.74,98.76,98.87,98.55,98.9,98.72,98.5,98.49,98.71,98.65
